family,above,below,n
ΨΥΧΟΛΟΓΙΑΣ,Α.Π.Θ.,ΠΑΝ. ΔΥΤ. ΜΑΚ.,1236
ΨΥΧΟΛΟΓΙΑΣ,Α.Π.Θ.,Δ.Π.Θ.,786
ΨΥΧΟΛΟΓΙΑΣ,Ε.Κ.Π.Α.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,1744
ΨΥΧΟΛΟΓΙΑΣ,Ε.Κ.Π.Α.,ΠΑΝ. ΚΡΗΤΗΣ,1285
ΨΥΧΟΛΟΓΙΑΣ,Ε.Κ.Π.Α.,ΠΑΝ. ΔΥΤ. ΜΑΚ.,1231
ΨΥΧΟΛΟΓΙΑΣ,Ε.Κ.Π.Α.,Δ.Π.Θ.,601
ΨΥΧΟΛΟΓΙΑΣ,ΠΑΝΤΕΙΟ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,1777
ΨΥΧΟΛΟΓΙΑΣ,ΠΑΝΤΕΙΟ,ΠΑΝ. ΚΡΗΤΗΣ,1311
ΨΥΧΟΛΟΓΙΑΣ,ΠΑΝΤΕΙΟ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,1280
ΨΥΧΟΛΟΓΙΑΣ,ΠΑΝΤΕΙΟ,Δ.Π.Θ.,620
ΨΥΧΟΛΟΓΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΚΡΗΤΗΣ,1357
ΨΥΧΟΛΟΓΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,1835
ΨΥΧΟΛΟΓΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,Δ.Π.Θ.,772
ΨΥΧΟΛΟΓΙΑΣ,ΠΑΝ. ΚΡΗΤΗΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,966
ΨΥΧΟΛΟΓΙΑΣ,ΠΑΝ. ΚΡΗΤΗΣ,Δ.Π.Θ.,662
ΨΥΧΟΛΟΓΙΑΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,Δ.Π.Θ.,710
ΒΙΟΛΟΓΙΑΣ,ΠΑΝ. ΚΡΗΤΗΣ,Α.Π.Θ.,405
ΒΙΟΛΟΓΙΑΣ,ΠΑΝ. ΚΡΗΤΗΣ,ΠΑΝ. ΠΑΤΡΩΝ,913
ΒΙΟΛΟΓΙΑΣ,Α.Π.Θ.,ΠΑΝ. ΠΑΤΡΩΝ,1722
ΕΠΙΣΤΗΜΩΝ ΔΙΑΤΡΟΦΗΣ ΚΑΙ ΔΙΑΙΤΟΛΟΓΙΑΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΔΙ.ΠΑ.Ε.,307
ΕΠΙΣΤΗΜΩΝ ΔΙΑΤΡΟΦΗΣ ΚΑΙ ΔΙΑΙΤΟΛΟΓΙΑΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΕΛ.ΜΕ.ΠΑ.,1445
ΕΠΙΣΤΗΜΩΝ ΔΙΑΤΡΟΦΗΣ ΚΑΙ ΔΙΑΙΤΟΛΟΓΙΑΣ,ΔΙ.ΠΑ.Ε.,ΕΛ.ΜΕ.ΠΑ.,813
ΙΑΤΡΙΚΗΣ,Δ.Π.Θ.,ΠΑΝ. ΚΡΗΤΗΣ,1192
ΙΑΤΡΙΚΗΣ,Δ.Π.Θ.,Α.Π.Θ.,338
ΙΑΤΡΙΚΗΣ,Δ.Π.Θ.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,607
ΙΑΤΡΙΚΗΣ,Δ.Π.Θ.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,746
ΙΑΤΡΙΚΗΣ,Δ.Π.Θ.,ΠΑΝ. ΠΑΤΡΩΝ,818
ΙΑΤΡΙΚΗΣ,ΠΑΝ. ΚΡΗΤΗΣ,Α.Π.Θ.,326
ΙΑΤΡΙΚΗΣ,ΠΑΝ. ΚΡΗΤΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,654
ΙΑΤΡΙΚΗΣ,ΠΑΝ. ΚΡΗΤΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,861
ΙΑΤΡΙΚΗΣ,ΠΑΝ. ΚΡΗΤΗΣ,ΠΑΝ. ΠΑΤΡΩΝ,591
ΙΑΤΡΙΚΗΣ,Α.Π.Θ.,ΠΑΝ. ΠΑΤΡΩΝ,2192
ΙΑΤΡΙΚΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,2055
ΙΑΤΡΙΚΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,1172
ΙΑΤΡΙΚΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,987
ΚΟΙΝΩΝΙΚΗΣ ΕΡΓΑΣΙΑΣ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΕΛ.ΜΕ.ΠΑ.,1472
ΛΟΓΟΘΕΡΑΠΕΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,1427
ΛΟΓΟΘΕΡΑΠΕΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,1156
ΛΟΓΟΘΕΡΑΠΕΙΑΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΠΑΝ. ΠΑΤΡΩΝ,460
ΜΑΙΕΥΤΙΚΗΣ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΔΙ.ΠΑ.Ε.,661
ΜΑΙΕΥΤΙΚΗΣ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,668
ΜΑΙΕΥΤΙΚΗΣ,ΔΙ.ΠΑ.Ε.,ΠΑΝ. ΔΥΤ. ΜΑΚ.,1212
ΝΟΣΗΛΕΥΤΙΚΗΣ,Ε.Κ.Π.Α.,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,1159
ΝΟΣΗΛΕΥΤΙΚΗΣ,Ε.Κ.Π.Α.,ΕΛ.ΜΕ.ΠΑ.,742
ΝΟΣΗΛΕΥΤΙΚΗΣ,Ε.Κ.Π.Α.,ΔΙ.ΠΑ.Ε.,646
ΝΟΣΗΛΕΥΤΙΚΗΣ,Ε.Κ.Π.Α.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,699
ΝΟΣΗΛΕΥΤΙΚΗΣ,Ε.Κ.Π.Α.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,709
ΝΟΣΗΛΕΥΤΙΚΗΣ,Ε.Κ.Π.Α.,ΠΑΝ. ΠΑΤΡΩΝ,853
ΝΟΣΗΛΕΥΤΙΚΗΣ,Ε.Κ.Π.Α.,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,764
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΕΛ.ΜΕ.ΠΑ.,898
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΔΙ.ΠΑ.Ε.,736
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,842
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,834
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΠΑΝ. ΠΑΤΡΩΝ,1005
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΕΛ.ΜΕ.ΠΑ.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,868
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΕΛ.ΜΕ.ΠΑ.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,730
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΕΛ.ΜΕ.ΠΑ.,ΠΑΝ. ΠΑΤΡΩΝ,568
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΔΙ.ΠΑ.Ε.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,1593
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΔΙ.ΠΑ.Ε.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,1512
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΔΙ.ΠΑ.Ε.,ΠΑΝ. ΠΑΤΡΩΝ,1351
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,1693
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,1139
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,940
ΠΑΙΔΑΓΩΓΙΚΩΝ ΠΡΟΣΧΟΛΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,Ε.Κ.Π.Α.,ΠΑΝ. ΠΑΤΡΩΝ,3143
ΠΑΙΔΑΓΩΓΙΚΩΝ ΠΡΟΣΧΟΛΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,Ε.Κ.Π.Α.,ΠΑΝ. ΚΡΗΤΗΣ,1810
ΠΑΙΔΑΓΩΓΙΚΩΝ ΠΡΟΣΧΟΛΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,Α.Π.Θ.,ΠΑΝ. ΚΡΗΤΗΣ,2429
ΠΑΙΔΑΓΩΓΙΚΩΝ ΠΡΟΣΧΟΛΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΚΡΗΤΗΣ,3171
ΦΥΣΙΚΟΘΕΡΑΠΕΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,986
ΦΥΣΙΚΟΘΕΡΑΠΕΙΑΣ,ΔΙ.ΠΑ.Ε.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,1289
ΦΥΣΙΚΟΘΕΡΑΠΕΙΑΣ,ΔΙ.ΠΑ.Ε.,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,1166
ΧΗΜΕΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,2206
ΑΓΓΛΙΚΗΣ ΓΛΩΣΣΑΣ ΚΑΙ ΦΙΛΟΛΟΓΙΑΣ,Ε.Κ.Π.Α.,Α.Π.Θ.,351
ΦΥΣΙΚΟΘΕΡΑΠΕΙΑΣ,ΔΙ.ΠΑ.Ε.,ΠΑΝ. ΠΑΤΡΩΝ,1416
ΠΑΙΔΑΓΩΓΙΚΩΝ ΠΡΟΣΧΟΛΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,ΠΑΝ. ΠΑΤΡΩΝ,Α.Π.Θ.,1567
ΜΟΥΣΙΚΩΝ ΣΠΟΥΔΩΝ,Α.Π.Θ.,Ε.Κ.Π.Α.,168
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,Ο.Π.Α.,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,1620
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΠΕΙΡΑΙΑ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,1946
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,Ο.Π.Α.,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,1410
ΟΙΚΟΝΟΜΙΚΗΣ ΕΠΙΣΤΗΜΗΣ,ΠΑΝ. ΠΕΙΡΑΙΑ,Ο.Π.Α.,592
ΙΣΤΟΡΙΑΣ ΚΑΙ ΑΡΧΑΙΟΛΟΓΙΑΣ,Ε.Κ.Π.Α.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,648
ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,ΠΑΝΤΕΙΟ,Ε.Κ.Π.Α.,1397
ΨΥΧΟΛΟΓΙΑΣ,Ε.Κ.Π.Α.,Α.Π.Θ.,1052
ΠΑΙΔΑΓΩΓΙΚΩΝ ΠΡΟΣΧΟΛΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,Α.Π.Θ.,Ε.Κ.Π.Α.,2483
ΧΗΜΕΙΑΣ,Α.Π.Θ.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,3107
ΓΕΩΠΟΝΙΑΣ,Α.Π.Θ.,ΔΙ.ΠΑ.Ε.,481
ΟΔΟΝΤΙΑΤΡΙΚΗΣ,Α.Π.Θ.,Ε.Κ.Π.Α.,1025
ΓΕΩΛΟΓΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,Α.Π.Θ.,186
ΓΕΩΠΟΝΙΑΣ,ΕΛ.ΜΕ.ΠΑ.,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,731
ΓΕΩΠΟΝΙΑΣ,ΕΛ.ΜΕ.ΠΑ.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,619
ΓΕΩΠΟΝΙΑΣ,ΕΛ.ΜΕ.ΠΑ.,ΠΑΝ. ΠΑΤΡΩΝ,761
ΓΕΩΠΟΝΙΑΣ,ΕΛ.ΜΕ.ΠΑ.,ΠΑΝ. ΔΥΤ. ΜΑΚ.,790
ΓΕΩΠΟΝΙΑΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,800
ΓΕΩΠΟΝΙΑΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΠΑΝ. ΠΑΤΡΩΝ,1097
ΓΕΩΠΟΝΙΑΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,892
ΓΕΩΠΟΝΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,772
ΓΕΩΠΟΝΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,707
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,725
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,837
ΙΣΤΟΡΙΑΣ ΚΑΙ ΑΡΧΑΙΟΛΟΓΙΑΣ,ΠΑΝ. ΚΡΗΤΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,260
ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,ΠΑΝΤΕΙΟ,ΠΑΝ. ΑΙΓΑΙΟΥ,891
ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,ΠΑΝΤΕΙΟ,ΠΑΝ. ΚΡΗΤΗΣ,1221
ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,ΠΑΝ. ΑΙΓΑΙΟΥ,ΠΑΝ. ΚΡΗΤΗΣ,537
ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,ΠΑΝ. ΚΡΗΤΗΣ,ΠΑΝ. ΑΙΓΑΙΟΥ,3065
ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,ΠΑΝ. ΚΡΗΤΗΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,1840
ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,Δ.Π.Θ.,Α.Π.Θ.,1226
ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,Δ.Π.Θ.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,1150
ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,Δ.Π.Θ.,ΠΑΝ. ΑΙΓΑΙΟΥ,4630
ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,Δ.Π.Θ.,ΠΑΝ. ΔΥΤ. ΜΑΚ.,3992
ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,Α.Π.Θ.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,4776
ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΑΙΓΑΙΟΥ,3450
ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,3874
ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,6194
ΦΙΛΟΛΟΓΙΑΣ,ΠΑΝ. ΚΡΗΤΗΣ,ΠΑΝ. ΠΑΤΡΩΝ,409
ΦΙΛΟΛΟΓΙΑΣ,ΠΑΝ. ΚΡΗΤΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,233
ΦΙΛΟΛΟΓΙΑΣ,ΠΑΝ. ΚΡΗΤΗΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,624
ΦΙΛΟΛΟΓΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,787
ΦΙΛΟΛΟΓΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,1613
ΦΙΛΟΛΟΓΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,965
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,Δ.Π.Θ.,558
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΔΙ.ΠΑ.Ε.,665
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΔΙ.ΠΑ.Ε.,ΠΑΝ. ΑΙΓΑΙΟΥ,1061
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,1499
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,1650
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΔΙ.ΠΑ.Ε.,1382
ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,Α.Π.Θ.,2621
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΔΙ.ΠΑ.Ε.,746
ΜΗΧΑΝΙΚΩΝ ΣΧΕΔΙΑΣΗΣ ΠΡΟΪΟΝΤΩΝ ΚΑΙ ΣΥΣΤΗΜΑΤΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΠΑΝ. ΑΙΓΑΙΟΥ,850
ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΠΑΝ. ΑΙΓΑΙΟΥ,3677
ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,Α.Π.Θ.,ΠΑΝ. ΚΡΗΤΗΣ,3439
ΦΙΛΟΛΟΓΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΚΡΗΤΗΣ,985
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΕΛ.ΜΕ.ΠΑ.,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,558
ΦΥΣΙΚΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,616
ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,Δ.Π.Θ.,840
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,ΕΛ.ΜΕ.ΠΑ.,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,333
ΓΕΩΠΟΝΙΑΣ,ΔΙ.ΠΑ.Ε.,ΕΛ.ΜΕ.ΠΑ.,681
ΓΕΩΠΟΝΙΑΣ,ΔΙ.ΠΑ.Ε.,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,817
ΓΕΩΠΟΝΙΑΣ,ΔΙ.ΠΑ.Ε.,ΠΑΝ. ΠΑΤΡΩΝ,694
ΓΕΩΠΟΝΙΑΣ,ΔΙ.ΠΑ.Ε.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,705
ΓΕΩΠΟΝΙΑΣ,ΕΛ.ΜΕ.ΠΑ.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,486
ΓΕΩΠΟΝΙΑΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,608
ΓΕΩΠΟΝΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,502
ΓΕΩΠΟΝΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,464
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΔΙ.ΠΑ.Ε.,ΕΛ.ΜΕ.ΠΑ.,1245
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΕΛ.ΜΕ.ΠΑ.,731
ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,Ε.Κ.Π.Α.,ΠΑΝ. ΑΙΓΑΙΟΥ,1306
ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,Ε.Κ.Π.Α.,ΠΑΝ. ΔΥΤ. ΜΑΚ.,1155
ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,3323
ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΚΡΗΤΗΣ,3158
ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΚΡΗΤΗΣ,3506
ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,Δ.Π.Θ.,ΠΑΝ. ΚΡΗΤΗΣ,2008
ΧΗΜΕΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,Α.Π.Θ.,1404
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΑΙΓΑΙΟΥ,791
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,990
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,ΔΙ.ΠΑ.Ε.,558
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,416
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΑΙΓΑΙΟΥ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,340
ΔΙΟΙΚΗΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ,ΕΛ.ΜΕ.ΠΑ.,ΠΑΝ. ΠΑΤΡΩΝ,207
ΔΙΟΙΚΗΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ,ΕΛ.ΜΕ.ΠΑ.,ΠΑΝ. ΔΥΤ. ΜΑΚ.,729
ΔΙΟΙΚΗΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ,ΕΛ.ΜΕ.ΠΑ.,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,498
